genotype_id,family,stage,site,season,rep,fruit_weight_g,brix_content,skin_color_score,flesh_firmness_kg,disease_resistance,tree_vigor,yield_kg,fruit_length_mm,fruit_width_mm,shelf_life_days,shape_index
MNG-2021-0024,Cross_09,Phase_1,Tzaneen_C,2023-2024,1,349.09,14.26,8.0,2.99,3.0,7.0,89.1,103.89,77.22,15.15,1.35
MNG-2021-0024,Cross_09,Phase_1,Tzaneen_C,2023-2024,2,368.77,14.1,5.0,3.13,4.0,7.0,98.81,111.27,70.14,,1.59
MNG-2021-0024,Cross_09,Phase_1,Tzaneen_C,2023-2024,3,379.32,13.5,7.0,2.09,5.0,7.0,89.87,105.92,66.31,13.02,1.6
MNG-2022-0026,Cross_09,Phase_1,Tzaneen_C,2023-2024,1,356.17,18.23,4.0,2.97,9.0,5.0,54.45,98.78,63.56,14.91,1.55
MNG-2022-0026,Cross_09,Phase_1,Tzaneen_C,2023-2024,2,380.69,16.79,4.0,2.68,9.0,6.0,54.43,99.44,74.68,15.32,1.33
MNG-2022-0026,Cross_09,Phase_1,Tzaneen_C,2023-2024,3,373.53,17.49,6.0,2.65,8.0,7.0,56.88,92.09,66.83,13.93,1.38
MNG-2018-0025,Cross_16,Seedling,Tzaneen_C,2023-2024,1,344.38,18.96,5.0,2.47,4.0,6.0,65.78,115.88,79.44,16.53,1.46
MNG-2018-0025,Cross_16,Seedling,Tzaneen_C,2023-2024,2,347.61,17.43,6.0,3.09,5.0,6.0,51.94,109.05,69.25,18.06,1.57
MNG-2018-0025,Cross_16,Seedling,Tzaneen_C,2023-2024,3,345.07,17.55,6.0,3.17,6.0,6.0,35.08,124.73,72.44,14.51,1.72
MNG-2019-0018,Cross_04,Phase_2,Tzaneen_C,2023-2024,1,262.56,17.25,5.0,3.15,4.0,5.0,52.9,113.71,60.45,9.83,1.88
MNG-2019-0018,Cross_04,Phase_2,Tzaneen_C,2023-2024,2,292.4,16.46,4.0,2.0,5.0,5.0,49.45,,73.2,13.65,
MNG-2018-0040,Cross_13,Seedling,Tzaneen_C,2023-2024,1,341.21,15.38,7.0,5.59,8.0,4.0,65.0,104.45,84.62,17.91,1.23
MNG-2018-0040,Cross_13,Seedling,Tzaneen_C,2023-2024,2,363.32,16.75,6.0,4.61,5.0,5.0,68.8,97.7,82.39,17.83,1.19
MNG-2020-0027,Cross_16,Seedling,Tzaneen_C,2023-2024,1,396.03,15.16,5.0,5.14,4.0,,121.98,122.42,76.4,13.88,1.6
MNG-2020-0027,Cross_16,Seedling,Tzaneen_C,2023-2024,3,332.73,15.38,4.0,3.9,4.0,5.0,106.0,106.25,70.46,12.68,1.51
MNG-2021-0016,Cross_07,Advanced,Tzaneen_C,2023-2024,1,334.48,15.45,4.0,3.66,2.0,6.0,48.8,100.15,74.58,17.07,1.34
MNG-2021-0016,Cross_07,Advanced,Tzaneen_C,2023-2024,2,331.84,16.39,4.0,4.69,2.0,7.0,56.71,124.93,74.45,17.18,1.68
MNG-2021-0016,Cross_07,Advanced,Tzaneen_C,2023-2024,3,352.58,14.23,6.0,5.2,2.0,6.0,37.87,105.75,74.35,17.93,1.42
MNG-2020-0026,Cross_16,Seedling,Tzaneen_C,2023-2024,1,459.3,15.11,4.0,4.03,5.0,5.0,60.06,132.61,76.39,12.05,1.74
MNG-2020-0026,Cross_16,Seedling,Tzaneen_C,2023-2024,2,432.61,14.72,5.0,4.37,6.0,4.0,48.94,141.54,80.36,14.02,1.76
MNG-2020-0026,Cross_16,Seedling,Tzaneen_C,2023-2024,3,407.58,15.9,5.0,6.27,6.0,5.0,47.6,124.93,85.34,12.94,1.46
MNG-2021-0035,Cross_09,Seedling,Tzaneen_C,2023-2024,1,314.83,15.92,6.0,4.67,3.0,6.0,100.2,117.56,75.48,11.94,1.56
MNG-2021-0035,Cross_09,Seedling,Tzaneen_C,2023-2024,2,335.83,15.3,5.0,4.25,1.0,6.0,80.74,116.47,85.23,15.46,1.37
MNG-2018-0020,Cross_10,Phase_2,Tzaneen_C,2023-2024,1,328.07,19.99,6.0,5.74,5.0,6.0,68.81,123.76,80.78,15.89,1.53
MNG-2018-0020,Cross_10,Phase_2,Tzaneen_C,2023-2024,2,,20.98,7.0,6.8,6.0,7.0,79.88,105.32,74.95,13.67,1.41
MNG-2018-0020,Cross_10,Phase_2,Tzaneen_C,2023-2024,3,340.28,19.87,6.0,6.84,3.0,6.0,61.48,108.77,76.98,14.94,1.41
MNG-2022-0017,Cross_15,Phase_1,Tzaneen_C,2023-2024,1,334.55,12.97,6.0,3.33,5.0,8.0,57.55,112.65,78.27,9.48,1.44
MNG-2022-0017,Cross_15,Phase_1,Tzaneen_C,2023-2024,2,311.08,13.86,5.0,2.08,7.0,8.0,77.0,128.89,72.79,8.93,1.77
MNG-2018-0007,Cross_02,Phase_1,Tzaneen_C,2023-2024,1,267.49,18.36,5.0,6.54,4.0,6.0,76.27,113.0,77.05,15.48,1.47
MNG-2018-0007,Cross_02,Phase_1,Tzaneen_C,2023-2024,2,278.04,18.14,5.0,5.35,4.0,6.0,81.37,101.71,85.07,15.52,1.2
MNG-2018-0019,Cross_17,Phase_1,Tzaneen_C,2023-2024,1,377.87,15.54,6.0,4.65,5.0,5.0,76.02,97.77,83.39,11.7,1.17
MNG-2018-0019,Cross_17,Phase_1,Tzaneen_C,2023-2024,2,382.65,15.52,6.0,3.54,5.0,5.0,87.03,98.48,93.58,10.81,1.05
MNG-2018-0019,Cross_17,Phase_1,Tzaneen_C,2023-2024,3,358.14,13.8,6.0,2.33,4.0,7.0,79.7,98.06,84.19,15.26,1.16
MNG-2022-0009,Cross_07,Seedling,Tzaneen_C,2023-2024,1,,14.3,6.0,4.25,4.0,7.0,48.07,113.43,60.24,13.31,1.88
MNG-2022-0009,Cross_07,Seedling,Tzaneen_C,2023-2024,2,321.89,16.74,4.0,3.22,5.0,5.0,59.65,110.48,65.68,13.52,1.68
MNG-2021-0014,Cross_12,Phase_1,Tzaneen_C,2023-2024,1,350.28,12.16,7.0,3.83,7.0,8.0,69.28,116.62,65.01,16.68,1.79
MNG-2021-0014,Cross_12,Phase_1,Tzaneen_C,2023-2024,2,385.44,14.69,6.0,3.82,5.0,7.0,62.02,118.16,62.16,15.96,1.9
MNG-2019-0020,Cross_14,Phase_2,Tzaneen_C,2023-2024,1,329.88,15.56,5.0,4.8,3.0,5.0,32.4,115.95,87.1,11.15,1.33
MNG-2019-0020,Cross_14,Phase_2,Tzaneen_C,2023-2024,2,304.58,14.2,6.0,4.91,5.0,5.0,54.27,113.96,79.8,11.27,1.43
MNG-2020-0031,Cross_06,Phase_2,Tzaneen_C,2023-2024,1,340.79,14.71,4.0,6.01,5.0,6.0,53.73,118.89,81.07,13.74,1.47
MNG-2020-0031,Cross_06,Phase_2,Tzaneen_C,2023-2024,2,374.01,11.82,6.0,5.34,6.0,5.0,44.2,122.91,88.45,,1.39
MNG-2020-0031,Cross_06,Phase_2,Tzaneen_C,2023-2024,3,358.22,14.52,6.0,5.77,4.0,7.0,26.29,135.62,83.39,13.57,1.63
MNG-2018-0033,Cross_02,Phase_1,Tzaneen_C,2023-2024,1,262.26,16.22,5.0,3.88,3.0,7.0,53.16,92.27,92.63,14.11,1.0
MNG-2018-0033,Cross_02,Phase_1,Tzaneen_C,2023-2024,2,271.99,16.92,5.0,4.76,3.0,6.0,34.11,96.94,76.07,17.33,1.27
MNG-2018-0033,Cross_02,Phase_1,Tzaneen_C,2023-2024,3,273.5,16.55,4.0,4.8,2.0,6.0,,89.2,89.87,17.14,0.99
MNG-2020-0014,Cross_08,Advanced,Tzaneen_C,2023-2024,1,289.47,17.55,5.0,3.95,6.0,6.0,59.12,120.24,78.28,9.78,1.54
MNG-2020-0014,Cross_08,Advanced,Tzaneen_C,2023-2024,2,284.63,16.74,5.0,5.95,6.0,7.0,40.34,106.65,78.81,8.69,1.35
MNG-2020-0014,Cross_08,Advanced,Tzaneen_C,2023-2024,3,322.08,18.94,5.0,6.74,5.0,6.0,69.0,116.79,76.59,14.34,1.52
MNG-2020-0038,Cross_03,Seedling,Tzaneen_C,2023-2024,1,387.24,16.44,7.0,3.85,5.0,7.0,95.57,99.24,72.1,10.65,1.38
MNG-2020-0038,Cross_03,Seedling,Tzaneen_C,2023-2024,2,392.2,16.81,8.0,2.79,4.0,6.0,99.99,108.87,72.48,11.74,1.5
MNG-2018-0031,Cross_10,Seedling,Tzaneen_C,2023-2024,1,338.13,17.26,4.0,4.13,7.0,4.0,54.17,91.38,72.03,15.07,1.27
MNG-2018-0031,Cross_10,Seedling,Tzaneen_C,2023-2024,2,350.38,17.18,4.0,4.04,8.0,4.0,53.97,101.07,73.61,14.76,1.37
MNG-2021-0028,Cross_05,Phase_1,Tzaneen_C,2023-2024,1,292.24,14.42,5.0,3.61,3.0,6.0,60.31,100.39,70.83,16.23,1.42
MNG-2021-0028,Cross_05,Phase_1,Tzaneen_C,2023-2024,2,266.03,15.04,4.0,4.13,3.0,5.0,65.8,104.25,69.23,15.29,1.51
MNG-2021-0028,Cross_05,Phase_1,Tzaneen_C,2023-2024,3,306.72,15.14,3.0,4.45,5.0,5.0,52.13,94.64,65.24,17.92,1.45
MNG-2018-0029,Cross_11,Seedling,Tzaneen_C,2023-2024,1,318.77,17.35,3.0,4.0,6.0,3.0,98.99,100.79,88.41,15.67,1.14
MNG-2018-0029,Cross_11,Seedling,Tzaneen_C,2023-2024,2,385.8,16.27,4.0,2.91,5.0,5.0,84.02,83.84,89.64,14.78,0.94
MNG-2018-0029,Cross_11,Seedling,Tzaneen_C,2023-2024,3,396.3,15.09,4.0,3.83,6.0,5.0,72.85,88.79,,15.33,
MNG-2022-0025,Cross_10,Phase_1,Tzaneen_C,2023-2024,1,365.53,18.16,6.0,7.2,5.0,6.0,55.15,109.33,91.32,15.87,1.2
MNG-2022-0025,Cross_10,Phase_1,Tzaneen_C,2023-2024,2,368.92,18.35,5.0,6.85,5.0,6.0,70.68,99.56,78.34,15.76,1.27
MNG-2022-0025,Cross_10,Phase_1,Tzaneen_C,2023-2024,3,336.15,17.81,,7.56,5.0,6.0,73.77,101.91,78.48,15.13,1.3
MNG-2022-0032,Cross_13,Seedling,Tzaneen_C,2023-2024,1,330.32,13.67,5.0,4.23,,6.0,73.61,109.03,69.83,16.67,1.56
MNG-2022-0032,Cross_13,Seedling,Tzaneen_C,2023-2024,2,376.91,15.08,5.0,3.3,5.0,6.0,98.99,108.2,67.36,14.25,1.61
MNG-2021-0036,Cross_14,Phase_2,Tzaneen_C,2023-2024,1,419.79,14.77,5.0,4.49,5.0,4.0,54.07,71.28,81.51,11.83,0.87
MNG-2021-0036,Cross_14,Phase_2,Tzaneen_C,2023-2024,2,420.47,14.2,5.0,4.33,7.0,5.0,54.62,89.6,80.91,12.3,1.11
MNG-2021-0036,Cross_14,Phase_2,Tzaneen_C,2023-2024,3,405.4,13.0,5.0,3.84,6.0,4.0,68.11,90.91,80.74,11.63,1.13
MNG-2021-0001,Cross_09,Phase_1,Tzaneen_C,2023-2024,1,356.49,15.38,5.0,4.83,3.0,4.0,80.42,100.01,81.59,10.84,1.23
MNG-2021-0001,Cross_09,Phase_1,Tzaneen_C,2023-2024,2,348.74,15.82,6.0,4.27,3.0,5.0,86.15,100.31,77.39,14.75,1.3
MNG-2021-0001,Cross_09,Phase_1,Tzaneen_C,2023-2024,3,337.74,15.49,6.0,4.75,5.0,5.0,81.18,94.55,67.54,14.96,1.4
MNG-2021-0039,Cross_11,Seedling,Tzaneen_C,2023-2024,1,323.65,15.83,7.0,2.94,5.0,3.0,56.25,82.69,93.73,17.28,0.88
MNG-2021-0039,Cross_11,Seedling,Tzaneen_C,2023-2024,2,332.64,15.69,7.0,2.95,4.0,4.0,57.46,80.74,80.3,16.86,1.01
MNG-2021-0040,Cross_16,Phase_1,Tzaneen_C,2023-2024,1,380.18,13.18,6.0,5.4,4.0,5.0,25.33,105.6,71.0,15.14,1.49
MNG-2021-0040,Cross_16,Phase_1,Tzaneen_C,2023-2024,2,375.67,13.35,8.0,7.14,3.0,6.0,32.25,103.83,71.93,12.82,1.44
MNG-2019-0024,Cross_20,Seedling,Tzaneen_C,2023-2024,1,388.72,12.12,5.0,3.35,5.0,5.0,73.17,132.76,76.53,14.49,1.73
MNG-2019-0024,Cross_20,Seedling,Tzaneen_C,2023-2024,2,415.46,12.05,5.0,1.73,5.0,5.0,83.49,109.35,79.67,14.91,1.37
MNG-2019-0024,Cross_20,Seedling,Tzaneen_C,2023-2024,3,390.91,11.0,4.0,3.36,4.0,5.0,61.07,127.11,74.07,15.45,1.72
MNG-2019-0038,Cross_05,Elite,Tzaneen_C,2023-2024,1,313.8,16.49,5.0,5.98,3.0,6.0,75.05,108.94,59.52,15.19,1.83
MNG-2019-0038,Cross_05,Elite,Tzaneen_C,2023-2024,2,309.12,15.23,5.0,5.53,5.0,8.0,53.43,103.0,68.88,13.88,1.5
MNG-2019-0038,Cross_05,Elite,Tzaneen_C,2023-2024,3,344.58,15.54,5.0,5.77,3.0,6.0,67.06,108.64,65.62,17.99,1.66
MNG-2019-0034,Cross_03,Advanced,Tzaneen_C,2023-2024,1,333.61,17.15,6.0,5.04,7.0,7.0,43.99,100.14,54.86,16.16,1.83
MNG-2019-0034,Cross_03,Advanced,Tzaneen_C,2023-2024,2,304.98,16.61,8.0,3.57,6.0,6.0,40.84,110.58,67.24,15.29,1.64
MNG-2019-0034,Cross_03,Advanced,Tzaneen_C,2023-2024,3,336.08,17.08,5.0,4.91,6.0,7.0,49.69,103.56,57.08,12.69,1.81
MNG-2020-0008,Cross_07,Seedling,Tzaneen_C,2023-2024,1,,12.64,3.0,3.74,5.0,,64.9,107.35,98.91,16.88,1.09
MNG-2020-0008,Cross_07,Seedling,Tzaneen_C,2023-2024,2,251.63,12.64,4.0,3.5,5.0,4.0,57.41,97.43,96.55,18.75,1.01
MNG-2020-0008,Cross_07,Seedling,Tzaneen_C,2023-2024,3,238.28,12.56,5.0,4.44,5.0,5.0,54.83,95.38,95.65,17.89,1.0
MNG-2018-0018,Cross_03,Phase_2,Tzaneen_C,2023-2024,1,303.41,15.2,5.0,2.98,1.0,5.0,50.83,100.38,83.71,15.95,1.2
MNG-2018-0018,Cross_03,Phase_2,Tzaneen_C,2023-2024,2,340.23,16.52,6.0,2.37,3.0,3.0,47.95,99.55,70.48,17.1,1.41
MNG-2021-0020,Cross_09,Seedling,Tzaneen_C,2023-2024,1,315.39,16.52,4.0,2.87,5.0,5.0,79.95,116.22,72.97,13.85,1.59
MNG-2021-0020,Cross_09,Seedling,Tzaneen_C,2023-2024,2,307.65,14.82,4.0,2.72,3.0,7.0,67.45,122.23,76.57,15.61,1.6
MNG-2020-0005,Cross_13,Phase_2,Tzaneen_C,2023-2024,1,380.33,12.12,4.0,4.84,4.0,7.0,58.63,128.43,89.23,15.09,1.44
MNG-2020-0005,Cross_13,Phase_2,Tzaneen_C,2023-2024,2,348.38,11.06,4.0,1.92,5.0,6.0,60.62,128.82,82.82,16.21,1.56
MNG-2019-0006,Cross_20,Seedling,Tzaneen_C,2023-2024,1,302.89,10.86,6.0,4.73,4.0,4.0,81.2,139.27,89.16,12.92,1.56
MNG-2019-0006,Cross_20,Seedling,Tzaneen_C,2023-2024,2,274.62,10.8,7.0,5.93,3.0,4.0,86.34,117.94,94.11,15.22,1.25
MNG-2019-0006,Cross_20,Seedling,Tzaneen_C,2023-2024,3,263.31,11.42,7.0,5.28,,4.0,74.16,120.29,91.71,14.66,1.31
MNG-2021-0017,Cross_13,Phase_1,Tzaneen_C,2023-2024,2,331.64,13.57,4.0,5.27,6.0,5.0,82.19,84.04,86.78,8.63,0.97
MNG-2021-0008,Cross_16,Phase_1,Tzaneen_C,2023-2024,1,405.87,13.79,5.0,3.89,3.0,4.0,,98.77,68.07,14.4,1.45
MNG-2021-0008,Cross_16,Phase_1,Tzaneen_C,2023-2024,2,362.4,15.21,4.0,3.63,4.0,5.0,58.44,104.48,62.84,13.33,1.66
MNG-2020-0032,Cross_16,Phase_1,Tzaneen_C,2023-2024,1,355.11,12.96,7.0,3.52,6.0,5.0,52.82,105.37,88.02,15.04,1.2
MNG-2020-0032,Cross_16,Phase_1,Tzaneen_C,2023-2024,2,350.7,11.7,6.0,4.27,5.0,5.0,53.58,121.85,79.83,14.69,1.53
MNG-2020-0032,Cross_16,Phase_1,Tzaneen_C,2023-2024,3,364.77,14.23,6.0,4.02,5.0,4.0,61.64,123.65,82.25,14.54,1.5
MNG-2018-0002,Cross_16,Phase_2,Tzaneen_C,2023-2024,2,261.86,16.12,7.0,2.22,7.0,5.0,67.24,105.87,69.17,16.19,1.53
MNG-2018-0002,Cross_16,Phase_2,Tzaneen_C,2023-2024,3,282.1,17.19,7.0,1.41,6.0,5.0,80.39,105.83,81.24,16.42,1.3
MNG-2021-0002,Cross_14,Phase_1,Tzaneen_C,2023-2024,1,386.89,13.13,5.0,3.45,6.0,6.0,85.82,104.24,63.16,12.64,1.65
MNG-2021-0002,Cross_14,Phase_1,Tzaneen_C,2023-2024,2,340.53,14.75,5.0,4.38,6.0,6.0,61.67,109.53,58.97,12.98,1.86
MNG-2020-0029,Cross_10,Seedling,Tzaneen_C,2023-2024,1,371.37,15.87,4.0,5.95,5.0,4.0,84.34,123.27,86.89,14.43,1.42
MNG-2020-0029,Cross_10,Seedling,Tzaneen_C,2023-2024,2,416.83,16.11,5.0,4.88,6.0,4.0,74.87,116.5,77.61,15.12,1.5
MNG-2020-0029,Cross_10,Seedling,Tzaneen_C,2023-2024,3,,15.2,4.0,5.11,6.0,4.0,52.58,115.42,89.24,15.85,1.29
MNG-2022-0013,Cross_16,Seedling,Tzaneen_C,2023-2024,2,,16.41,4.0,6.75,6.0,6.0,112.76,104.61,81.88,15.05,1.28
MNG-2020-0013,Cross_17,Seedling,Tzaneen_C,2023-2024,1,438.14,15.53,7.0,4.58,5.0,5.0,32.92,104.86,69.47,12.05,1.51
MNG-2020-0013,Cross_17,Seedling,Tzaneen_C,2023-2024,2,421.18,15.7,7.0,3.88,4.0,5.0,15.62,88.72,63.0,11.05,1.41
MNG-2020-0013,Cross_17,Seedling,Tzaneen_C,2023-2024,3,417.99,15.78,7.0,4.84,4.0,5.0,15.33,92.27,68.6,7.16,1.35
MNG-2020-0037,Cross_01,Seedling,Tzaneen_C,2023-2024,1,299.55,14.33,5.0,4.51,5.0,5.0,99.81,106.42,88.58,13.94,1.2
MNG-2020-0037,Cross_01,Seedling,Tzaneen_C,2023-2024,2,292.53,14.47,5.0,5.13,6.0,5.0,105.24,113.63,90.36,15.04,1.26
MNG-2020-0024,Cross_01,Seedling,Tzaneen_C,2023-2024,1,309.48,17.98,4.0,3.8,3.0,3.0,67.65,109.69,85.59,11.55,1.28
MNG-2020-0024,Cross_01,Seedling,Tzaneen_C,2023-2024,2,263.58,17.3,5.0,4.02,5.0,4.0,68.61,128.95,79.84,11.64,1.62
MNG-2021-0026,Cross_18,Advanced,Tzaneen_C,2023-2024,1,300.5,15.16,,,5.0,5.0,74.14,108.28,61.32,16.7,1.77
MNG-2021-0026,Cross_18,Advanced,Tzaneen_C,2023-2024,2,263.34,16.35,5.0,5.57,4.0,4.0,95.55,91.72,80.38,17.87,1.14
MNG-2021-0038,Cross_12,Seedling,Tzaneen_C,2023-2024,1,346.64,12.83,6.0,4.14,7.0,8.0,69.34,111.41,72.5,13.39,1.54
MNG-2021-0038,Cross_12,Seedling,Tzaneen_C,2023-2024,2,306.17,12.04,7.0,3.61,8.0,7.0,91.32,102.46,89.38,15.39,1.15
MNG-2021-0038,Cross_12,Seedling,Tzaneen_C,2023-2024,3,335.11,12.9,6.0,2.36,7.0,7.0,86.75,112.65,76.05,16.62,1.48
MNG-2018-0016,Cross_16,Advanced,Tzaneen_C,2023-2024,1,309.31,16.3,5.0,4.09,6.0,7.0,99.41,96.63,89.78,9.28,1.08
MNG-2018-0016,Cross_16,Advanced,Tzaneen_C,2023-2024,2,347.17,15.92,6.0,4.92,7.0,8.0,92.09,94.78,93.99,11.77,1.01
MNG-2018-0003,Cross_14,Seedling,Tzaneen_C,2023-2024,1,378.3,18.4,7.0,5.58,8.0,4.0,102.82,104.19,81.26,11.26,1.28
MNG-2018-0003,Cross_14,Seedling,Tzaneen_C,2023-2024,2,362.33,18.81,8.0,4.67,7.0,,87.85,92.89,78.13,13.75,1.19
MNG-2018-0003,Cross_14,Seedling,Tzaneen_C,2023-2024,3,335.46,19.45,7.0,3.62,8.0,,78.68,99.18,80.32,11.41,1.23
MNG-2019-0009,Cross_14,Phase_1,Tzaneen_C,2023-2024,1,288.12,17.31,7.0,6.43,6.0,6.0,75.29,117.19,64.8,13.34,1.81
MNG-2019-0009,Cross_14,Phase_1,Tzaneen_C,2023-2024,2,296.49,19.74,7.0,6.35,5.0,7.0,57.06,119.48,72.32,14.8,1.65
MNG-2019-0009,Cross_14,Phase_1,Tzaneen_C,2023-2024,3,312.69,18.35,7.0,5.78,5.0,7.0,75.85,114.23,71.11,14.73,1.61
MNG-2020-0018,Cross_14,Advanced,Tzaneen_C,2023-2024,1,402.93,15.1,7.0,4.94,6.0,4.0,72.13,104.05,71.67,18.45,1.45
MNG-2020-0018,Cross_14,Advanced,Tzaneen_C,2023-2024,2,363.49,14.02,6.0,4.94,6.0,5.0,75.63,98.71,71.91,14.81,1.37
MNG-2019-0005,Cross_02,Phase_1,Tzaneen_C,2023-2024,1,298.21,13.09,,4.88,5.0,5.0,71.66,108.09,90.33,17.46,1.2
MNG-2019-0005,Cross_02,Phase_1,Tzaneen_C,2023-2024,2,322.23,13.25,3.0,4.06,6.0,7.0,60.49,121.63,89.28,14.86,1.36
MNG-2019-0005,Cross_02,Phase_1,Tzaneen_C,2023-2024,3,300.33,13.99,6.0,4.26,6.0,6.0,76.61,112.27,84.18,14.14,1.33
MNG-2022-0006,Cross_17,Seedling,Tzaneen_C,2023-2024,1,345.92,14.56,3.0,4.11,,4.0,54.08,79.31,73.84,12.36,1.07
MNG-2022-0006,Cross_17,Seedling,Tzaneen_C,2023-2024,2,323.99,12.43,2.0,3.92,3.0,4.0,69.9,90.88,72.58,10.34,1.25
MNG-2022-0006,Cross_17,Seedling,Tzaneen_C,2023-2024,3,312.17,14.12,5.0,4.22,2.0,3.0,62.5,82.47,63.13,15.01,1.31
MNG-2020-0010,Cross_17,Seedling,Tzaneen_C,2023-2024,1,352.26,16.83,4.0,5.44,3.0,6.0,73.03,89.6,77.23,15.44,1.16
MNG-2020-0010,Cross_17,Seedling,Tzaneen_C,2023-2024,2,346.55,17.02,5.0,5.19,5.0,5.0,81.82,92.0,76.75,16.27,1.2
MNG-2020-0010,Cross_17,Seedling,Tzaneen_C,2023-2024,3,348.26,17.56,5.0,4.85,4.0,6.0,78.42,88.11,75.08,13.55,1.17
MNG-2020-0020,Cross_03,Phase_1,Hoedspruit_A,2024-2025,1,383.57,12.98,7.0,0.34,3.0,6.0,54.56,117.61,73.33,13.63,1.6
MNG-2020-0020,Cross_03,Phase_1,Hoedspruit_A,2024-2025,2,377.41,15.35,6.0,1.28,2.0,6.0,74.82,106.59,,12.83,
MNG-2022-0040,Cross_20,Phase_2,Hoedspruit_A,2024-2025,1,320.07,10.73,7.0,4.32,6.0,6.0,66.43,110.42,81.53,18.72,1.35
MNG-2022-0040,Cross_20,Phase_2,Hoedspruit_A,2024-2025,2,286.8,13.56,7.0,4.72,7.0,6.0,80.01,119.33,85.54,16.44,1.4
MNG-2019-0029,Cross_02,Phase_1,Hoedspruit_A,2024-2025,1,362.45,,4.0,3.93,6.0,6.0,55.89,106.79,85.51,12.78,1.25
MNG-2019-0029,Cross_02,Phase_1,Hoedspruit_A,2024-2025,2,354.96,16.89,6.0,5.24,5.0,6.0,59.54,91.94,92.0,,1.0
MNG-2019-0029,Cross_02,Phase_1,Hoedspruit_A,2024-2025,3,379.53,15.69,4.0,3.86,4.0,6.0,47.84,86.24,85.94,13.89,1.0
MNG-2020-0007,Cross_02,Phase_1,Hoedspruit_A,2024-2025,1,355.62,17.07,6.0,5.3,6.0,5.0,95.14,109.78,74.06,17.1,1.48
MNG-2020-0007,Cross_02,Phase_1,Hoedspruit_A,2024-2025,2,372.38,18.23,6.0,5.69,6.0,4.0,69.04,98.86,73.65,18.72,1.34
MNG-2020-0007,Cross_02,Phase_1,Hoedspruit_A,2024-2025,3,406.59,15.47,7.0,5.24,6.0,5.0,98.38,98.22,,19.19,
MNG-2019-0003,Cross_15,Advanced,Hoedspruit_A,2024-2025,1,344.35,16.28,5.0,4.73,4.0,6.0,62.21,100.91,75.56,15.88,1.34
MNG-2019-0003,Cross_15,Advanced,Hoedspruit_A,2024-2025,2,322.78,16.28,5.0,5.21,5.0,6.0,79.79,,64.28,14.24,
MNG-2019-0003,Cross_15,Advanced,Hoedspruit_A,2024-2025,3,358.26,16.06,6.0,5.75,4.0,6.0,82.17,95.44,58.62,15.38,1.63
MNG-2019-0012,Cross_04,Advanced,Hoedspruit_A,2024-2025,1,358.09,16.65,5.0,3.47,6.0,6.0,94.15,132.93,84.0,11.81,1.58
MNG-2019-0012,Cross_04,Advanced,Hoedspruit_A,2024-2025,2,411.23,16.48,4.0,2.48,3.0,6.0,97.19,127.29,75.76,9.29,1.68
MNG-2019-0012,Cross_04,Advanced,Hoedspruit_A,2024-2025,3,382.53,14.72,5.0,2.61,4.0,7.0,110.25,113.48,73.41,10.14,1.55
MNG-2022-0025,Cross_10,Phase_1,Hoedspruit_A,2024-2025,1,327.83,18.08,6.0,6.47,4.0,6.0,66.92,104.86,87.34,14.42,1.2
MNG-2022-0025,Cross_10,Phase_1,Hoedspruit_A,2024-2025,2,342.79,17.11,7.0,6.0,4.0,6.0,72.03,117.07,87.82,14.96,1.33
MNG-2020-0036,Cross_12,Phase_2,Hoedspruit_A,2024-2025,1,300.29,17.39,5.0,5.87,4.0,7.0,75.07,106.53,89.0,,1.2
MNG-2020-0036,Cross_12,Phase_2,Hoedspruit_A,2024-2025,2,334.58,18.64,5.0,4.34,3.0,,65.25,111.49,99.95,18.49,1.12
MNG-2022-0024,Cross_14,Seedling,Hoedspruit_A,2024-2025,1,384.82,16.64,6.0,3.5,5.0,7.0,69.64,117.71,95.5,10.61,1.23
MNG-2022-0024,Cross_14,Seedling,Hoedspruit_A,2024-2025,2,353.62,16.86,,3.77,5.0,5.0,78.89,117.45,97.39,14.0,1.21
MNG-2022-0024,Cross_14,Seedling,Hoedspruit_A,2024-2025,3,305.84,17.46,6.0,3.8,3.0,6.0,78.83,116.08,100.55,,1.15
MNG-2019-0032,Cross_04,Phase_1,Hoedspruit_A,2024-2025,1,321.69,16.97,5.0,3.44,5.0,6.0,75.41,110.3,88.52,10.27,1.25
MNG-2019-0032,Cross_04,Phase_1,Hoedspruit_A,2024-2025,2,343.63,16.98,7.0,3.54,3.0,6.0,92.18,107.78,83.37,12.96,1.29
MNG-2018-0036,Cross_02,Seedling,Hoedspruit_A,2024-2025,1,396.09,16.88,3.0,4.17,,,92.47,107.08,82.79,11.58,1.29
MNG-2018-0036,Cross_02,Seedling,Hoedspruit_A,2024-2025,2,375.45,16.68,4.0,6.59,6.0,6.0,77.71,107.46,80.06,11.35,1.34
MNG-2018-0036,Cross_02,Seedling,Hoedspruit_A,2024-2025,3,332.87,15.97,3.0,5.23,8.0,6.0,59.16,122.02,80.73,12.11,1.51
MNG-2019-0009,Cross_14,Phase_1,Hoedspruit_A,2024-2025,1,302.05,19.26,7.0,5.25,4.0,6.0,76.06,104.45,70.72,14.61,1.48
MNG-2019-0009,Cross_14,Phase_1,Hoedspruit_A,2024-2025,2,322.28,18.13,7.0,5.69,5.0,7.0,84.79,125.83,76.62,15.08,1.64
