genotype_id,crop,site,season,rep,block,row,tree_position,evaluation_date,evaluator,fruit_weight_g,brix_content,skin_color_score,flesh_firmness_kg,disease_resistance_score,tree_vigor_score,yield_kg_per_tree,days_to_maturity,fruit_length_mm,fruit_width_mm
MNG-2022-0006,mango,Hoedspruit_A,2024-2025,1,B2,9,5,2025-01-26,TM_02,338.09,16.33,5.0,3.05,4.0,6.0,156.62,150.79,116.57,99.33
MNG-2022-0006,mango,Hoedspruit_A,2024-2025,2,B3,6,15,2025-02-23,TM_03,318.85,16.6,7.0,5.55,3.0,8.0,128.43,151.19,127.51,94.86
MNG-2022-0006,mango,Hoedspruit_A,2024-2025,3,B4,19,15,2025-02-17,JN_01,312.25,14.89,6.0,4.72,3.0,7.0,117.76,154.0,125.06,91.45
MNG-2022-0007,mango,Hoedspruit_A,2024-2025,1,B2,3,16,2025-03-10,JN_01,366.11,15.64,7.0,4.79,3.0,6.0,65.61,,122.05,94.27
MNG-2022-0007,mango,Hoedspruit_A,2024-2025,2,B4,17,29,2025-02-11,TM_02,413.99,16.76,6.0,4.05,3.0,6.0,74.33,131.16,143.75,92.21
MNG-2022-0007,mango,Hoedspruit_A,2024-2025,3,B4,19,14,2025-02-24,TM_01,393.07,19.01,5.0,4.78,4.0,6.0,84.22,,123.67,92.73
MNG-2022-0008,mango,Hoedspruit_A,2024-2025,1,B4,7,2,2025-01-19,JN_01,406.75,14.11,5.0,2.64,6.0,6.0,115.93,127.69,99.59,77.08
MNG-2022-0008,mango,Hoedspruit_A,2024-2025,2,B1,14,18,2025-01-25,JN_01,413.99,15.12,4.0,3.61,4.0,6.0,90.24,157.47,110.26,73.2
MNG-2022-0008,mango,Hoedspruit_A,2024-2025,3,B2,15,29,2025-02-26,TM_01,424.98,16.1,4.0,4.07,6.0,6.0,88.86,140.05,113.2,74.31
MNG-2022-0009,mango,Hoedspruit_A,2024-2025,1,B3,1,15,2025-01-23,TM_01,410.71,14.1,4.0,3.86,,5.0,138.23,139.21,100.67,69.91
MNG-2022-0009,mango,Hoedspruit_A,2024-2025,2,B1,9,15,2025-02-09,JN_01,403.4,14.22,3.0,3.61,5.0,6.0,139.31,130.61,106.45,49.4
MNG-2022-0009,mango,Hoedspruit_A,2024-2025,3,B1,12,5,2025-03-09,TM_01,373.05,15.94,4.0,5.09,4.0,5.0,141.62,141.87,120.73,59.99
MNG-2022-0010,mango,Hoedspruit_A,2024-2025,1,B3,1,22,2025-03-02,TM_03,304.39,16.99,5.0,5.79,3.0,7.0,99.99,137.55,119.84,
MNG-2022-0010,mango,Hoedspruit_A,2024-2025,2,B2,18,20,2025-03-15,TM_02,299.43,15.5,4.0,5.75,5.0,6.0,107.78,146.42,103.97,80.51
MNG-2022-0010,mango,Hoedspruit_A,2024-2025,3,B2,19,5,2025-02-03,TM_01,316.83,15.67,4.0,6.85,6.0,6.0,110.16,137.22,104.06,83.82
MNG-2022-0011,mango,Hoedspruit_A,2024-2025,1,B3,2,4,2025-01-15,TM_01,421.88,12.89,3.0,2.98,5.0,5.0,102.44,129.12,128.66,96.14
MNG-2022-0011,mango,Hoedspruit_A,2024-2025,2,B2,6,1,2025-02-27,TM_01,437.48,11.99,4.0,2.67,4.0,7.0,109.99,157.23,123.1,88.22
MNG-2022-0011,mango,Hoedspruit_A,2024-2025,3,B3,19,23,2025-02-02,TM_01,415.92,12.64,3.0,2.46,,6.0,112.94,132.14,117.74,86.94
MNG-2022-0012,mango,Hoedspruit_A,2024-2025,1,B1,12,13,2025-03-09,TM_01,362.95,18.62,5.0,2.96,6.0,,108.87,154.45,78.69,56.51
MNG-2022-0012,mango,Hoedspruit_A,2024-2025,2,B3,8,10,2025-02-22,TM_02,392.2,17.58,6.0,4.12,7.0,7.0,110.31,153.58,77.78,66.08
MNG-2022-0012,mango,Hoedspruit_A,2024-2025,3,B4,6,16,2025-03-03,JN_01,340.45,18.71,5.0,3.59,6.0,5.0,112.22,162.71,82.98,59.36
MNG-2022-0013,mango,Hoedspruit_A,2024-2025,1,B1,15,28,2025-02-04,TM_02,283.38,,7.0,2.17,4.0,4.0,137.93,-159.27,96.61,60.87
MNG-2022-0013,mango,Hoedspruit_A,2024-2025,2,B3,15,23,2025-03-01,TM_02,319.77,14.86,5.0,3.63,4.0,5.0,135.79,161.66,101.58,76.25
MNG-2022-0013,mango,Hoedspruit_A,2024-2025,3,B1,7,16,2025-03-08,TM_02,355.28,15.61,4.0,3.17,4.0,5.0,125.39,164.89,107.78,71.95
MNG-2022-0014,mango,Hoedspruit_A,2024-2025,1,B3,12,10,2025-02-16,TM_02,279.96,10.85,6.0,4.18,5.0,4.0,74.11,153.18,111.24,89.28
MNG-2022-0014,mango,Hoedspruit_A,2024-2025,2,B1,13,18,2025-02-19,TM_03,225.01,12.99,5.0,,7.0,5.0,,145.92,110.7,83.43
MNG-2022-0014,mango,Hoedspruit_A,2024-2025,3,B1,3,15,2025-02-28,TM_02,319.29,11.16,5.0,1.53,4.0,5.0,96.88,148.61,117.84,86.91
MNG-2022-0015,mango,Hoedspruit_A,2024-2025,1,B3,1,3,2025-01-26,TM_02,290.34,18.22,4.0,5.56,5.0,3.0,92.9,146.78,123.36,80.23
MNG-2022-0015,mango,Hoedspruit_A,2024-2025,2,B3,8,2,2025-02-28,TM_01,276.23,17.17,3.0,7.01,6.0,4.0,94.47,136.36,118.3,71.73
MNG-2022-0015,mango,Hoedspruit_A,2024-2025,3,B2,16,14,2025-02-03,TM_02,301.13,17.83,6.0,6.04,6.0,5.0,82.69,152.53,112.6,72.74
MNG-2022-0016,mango,Hoedspruit_A,2024-2025,1,B2,17,25,2025-02-28,TM_03,419.19,20.45,6.0,6.61,8.0,,,123.54,142.67,64.76
MNG-2022-0016,mango,Hoedspruit_A,2024-2025,3,B3,1,23,2025-01-23,TM_01,408.7,16.87,6.0,5.59,7.0,8.0,71.01,103.43,128.9,75.39
MNG-2022-0017,mango,Hoedspruit_A,2024-2025,1,B2,19,3,2025-01-17,TM_01,329.51,16.38,6.0,5.23,3.0,4.0,69.4,150.03,138.25,78.32
MNG-2022-0017,mango,Hoedspruit_A,2024-2025,2,B3,18,16,2025-03-03,TM_03,280.48,15.25,7.0,5.83,5.0,5.0,56.4,125.4,155.12,73.67
MNG-2022-0018,mango,Hoedspruit_A,2024-2025,1,B3,13,18,2025-03-14,TM_02,351.15,14.47,5.0,2.97,1.0,4.0,48.17,108.71,89.95,84.99
MNG-2022-0018,mango,Hoedspruit_A,2024-2025,2,B2,13,22,2025-01-25,JN_01,462.08,15.99,6.0,2.12,1.0,3.0,60.8,104.53,83.88,94.82
MNG-2022-0018,mango,Hoedspruit_A,2024-2025,3,B1,11,8,2025-02-26,TM_01,339.87,16.27,5.0,2.84,1.0,3.0,56.4,117.48,95.35,94.26
MNG-2022-0019,mango,Hoedspruit_A,2024-2025,1,B3,16,17,2025-01-17,TM_03,357.63,20.44,5.0,,4.0,6.0,90.16,133.56,107.62,91.34
MNG-2022-0019,mango,Hoedspruit_A,2024-2025,3,B4,18,7,2025-03-07,TM_03,407.66,17.6,5.0,5.77,4.0,5.0,108.55,141.24,105.75,83.09
MNG-2022-0020,mango,Hoedspruit_A,2024-2025,1,B2,1,23,2025-02-02,TM_03,340.31,15.45,4.0,4.01,5.0,4.0,105.6,150.19,126.46,105.99
MNG-2022-0020,mango,Hoedspruit_A,2024-2025,3,B1,14,22,2025-01-20,TM_01,317.21,14.26,4.0,2.98,4.0,6.0,65.63,148.93,121.81,104.27
MNG-2022-0021,mango,Hoedspruit_A,2024-2025,1,B2,1,27,2025-01-16,JN_01,391.88,14.68,8.0,2.72,6.0,6.0,81.88,115.74,95.13,54.41
MNG-2022-0021,mango,Hoedspruit_A,2024-2025,2,B3,10,14,2025-01-19,TM_01,429.97,12.8,8.0,4.28,6.0,6.0,74.9,121.9,101.52,56.91
MNG-2022-0021,mango,Hoedspruit_A,2024-2025,3,B4,11,21,2025-02-23,TM_01,428.93,13.37,7.0,2.94,7.0,6.0,88.16,118.32,104.83,59.55
MNG-2022-0022,mango,Hoedspruit_A,2024-2025,1,B4,18,6,2025-02-04,TM_02,397.63,17.97,5.0,5.13,3.0,6.0,118.02,142.35,132.52,73.28
MNG-2022-0022,mango,Hoedspruit_A,2024-2025,2,B2,7,14,2025-02-11,TM_03,377.14,22.24,4.0,3.82,3.0,4.0,108.65,157.55,126.83,71.14
MNG-2022-0022,mango,Hoedspruit_A,2024-2025,3,B1,16,27,2025-02-04,TM_03,383.07,17.93,5.0,5.67,4.0,3.0,103.97,135.68,147.83,70.13
MNG-2022-0023,mango,Hoedspruit_A,2024-2025,1,B2,12,5,2025-02-14,TM_02,394.93,17.09,6.0,4.24,5.0,6.0,72.5,146.46,125.66,79.48
MNG-2022-0023,mango,Hoedspruit_A,2024-2025,2,B2,10,19,2025-01-15,TM_02,378.37,17.62,6.0,3.21,5.0,6.0,59.71,147.87,,83.54
MNG-2022-0023,mango,Hoedspruit_A,2024-2025,3,B3,14,14,2025-01-31,TM_01,347.2,16.44,7.0,3.06,,6.0,62.33,155.97,120.22,78.84
MNG-2022-0024,mango,Hoedspruit_A,2024-2025,1,B4,9,6,2025-03-14,TM_01,427.08,19.36,5.0,5.22,4.0,5.0,75.54,159.13,121.68,81.42
MNG-2022-0024,mango,Hoedspruit_A,2024-2025,2,B3,10,18,2025-02-28,TM_02,426.28,19.01,6.0,5.0,5.0,5.0,79.91,173.71,-109.09,83.0
MNG-2022-0024,mango,Hoedspruit_A,2024-2025,3,B4,6,9,2025-02-14,TM_03,414.09,18.42,6.0,6.04,5.0,6.0,71.35,161.87,129.67,78.11
MNG-2022-0025,mango,Hoedspruit_A,2024-2025,1,B1,14,19,2025-02-17,TM_01,407.91,13.4,4.0,4.53,4.0,,70.79,144.5,137.6,88.79
MNG-2022-0025,mango,Hoedspruit_A,2024-2025,2,B2,9,12,2025-02-08,JN_01,367.66,10.2,5.0,5.37,5.0,5.0,57.81,145.93,138.5,79.79
MNG-2022-0025,mango,Hoedspruit_A,2024-2025,3,B4,7,8,2025-02-02,TM_03,393.69,11.18,3.0,6.17,5.0,5.0,66.9,136.13,146.15,92.16
MNG-2022-0026,mango,Hoedspruit_A,2024-2025,1,B1,18,8,2025-03-02,TM_01,315.74,17.4,6.0,0.62,6.0,6.0,72.38,145.79,97.5,73.14
MNG-2022-0026,mango,Hoedspruit_A,2024-2025,2,B1,5,15,2025-02-16,TM_01,373.15,14.4,6.0,0.44,6.0,7.0,59.24,133.07,102.93,60.38
MNG-2022-0026,mango,Hoedspruit_A,2024-2025,3,B4,19,2,2025-02-10,JN_01,336.85,13.86,5.0,1.38,7.0,6.0,72.32,133.16,88.03,74.5
MNG-2023-0001,mango,Hoedspruit_A,2024-2025,1,B2,18,4,2025-03-07,JN_01,354.44,12.48,6.0,5.0,6.0,4.0,81.03,150.01,79.81,81.27
MNG-2023-0001,mango,Hoedspruit_A,2024-2025,2,B4,4,5,2025-01-26,TM_03,390.93,12.12,6.0,6.52,5.0,4.0,59.38,166.81,69.63,86.61
MNG-2023-0001,mango,Hoedspruit_A,2024-2025,3,B2,19,29,2025-01-17,TM_02,345.4,12.38,5.0,7.13,4.0,2.0,85.03,169.9,66.66,69.52
MNG-2023-0002,mango,Hoedspruit_A,2024-2025,1,B2,15,17,2025-02-08,TM_02,313.88,18.87,5.0,5.41,6.0,7.0,81.91,144.68,90.36,99.65
MNG-2023-0002,mango,Hoedspruit_A,2024-2025,2,B1,2,21,2025-02-15,TM_02,259.17,17.54,5.0,,6.0,7.0,95.23,147.13,99.15,80.89
MNG-2023-0002,mango,Hoedspruit_A,2024-2025,3,B1,18,6,2025-03-12,TM_02,302.42,19.48,5.0,4.8,5.0,7.0,87.98,162.13,80.56,93.62
MNG-2023-0003,mango,Hoedspruit_A,2024-2025,1,B4,9,13,2025-01-31,TM_03,359.77,14.26,5.0,2.71,5.0,7.0,108.46,130.75,111.29,96.1
MNG-2023-0003,mango,Hoedspruit_A,2024-2025,2,B2,11,22,2025-02-18,JN_01,334.68,14.84,4.0,1.64,5.0,7.0,107.26,116.79,113.07,85.99
MNG-2023-0003,mango,Hoedspruit_A,2024-2025,3,B4,3,7,2025-03-13,TM_03,294.0,14.44,5.0,1.41,7.0,7.0,107.59,124.92,93.46,93.18
MNG-2023-0004,mango,Hoedspruit_A,2024-2025,1,B4,14,17,2025-01-31,TM_01,292.21,15.95,7.0,4.37,6.0,7.0,98.71,154.19,141.33,84.06
MNG-2023-0004,mango,Hoedspruit_A,2024-2025,2,B1,19,3,2025-02-01,TM_02,296.61,14.09,7.0,5.99,6.0,8.0,89.77,150.98,142.55,83.88
MNG-2023-0005,mango,Hoedspruit_A,2024-2025,1,B3,15,5,2025-03-08,JN_01,292.24,17.85,6.0,3.01,4.0,8.0,117.58,132.64,129.91,91.77
MNG-2023-0005,mango,Hoedspruit_A,2024-2025,2,B2,16,27,2025-01-23,TM_02,300.61,17.48,7.0,2.76,3.0,7.0,106.49,139.45,138.01,74.59
MNG-2023-0005,mango,Hoedspruit_A,2024-2025,3,B4,16,18,2025-02-11,TM_03,308.61,15.95,7.0,3.77,3.0,7.0,106.01,129.35,114.41,71.58
MNG-2023-0006,mango,Hoedspruit_A,2024-2025,1,B2,13,22,2025-02-24,TM_02,364.53,16.39,4.0,4.81,7.0,6.0,74.71,132.52,104.4,88.64
MNG-2023-0006,mango,Hoedspruit_A,2024-2025,2,B3,4,8,2025-02-09,JN_01,324.84,17.76,,5.45,7.0,6.0,93.44,145.98,95.26,74.81
MNG-2023-0006,mango,Hoedspruit_A,2024-2025,3,B4,14,12,2025-03-07,TM_02,364.12,18.6,4.0,5.5,7.0,6.0,83.58,136.25,95.5,74.27
MNG-2023-0007,mango,Hoedspruit_A,2024-2025,2,B4,7,8,2025-01-31,TM_03,357.6,17.71,4.0,5.31,3.0,6.0,,162.84,119.87,87.82
MNG-2023-0007,mango,Hoedspruit_A,2024-2025,3,B3,11,12,2025-01-24,TM_01,364.94,,4.0,6.41,5.0,6.0,39.31,148.11,126.13,95.07
MNG-2023-0008,mango,Hoedspruit_A,2024-2025,1,B2,16,2,2025-03-02,TM_02,254.07,18.57,6.0,1.7,5.0,6.0,95.68,127.44,114.15,98.73
MNG-2023-0008,mango,Hoedspruit_A,2024-2025,2,B3,14,3,2025-02-03,TM_02,305.88,17.45,6.0,1.31,5.0,7.0,102.53,144.15,109.17,89.53
MNG-2023-0008,mango,Hoedspruit_A,2024-2025,3,B1,5,16,2025-03-12,TM_03,282.29,18.23,6.0,2.21,5.0,5.0,94.8,145.73,115.62,93.27
MNG-2023-0009,mango,Hoedspruit_A,2024-2025,1,B3,10,7,2025-02-13,TM_02,389.83,10.05,5.0,2.37,1.0,6.0,122.38,131.03,121.35,55.08
MNG-2023-0009,mango,Hoedspruit_A,2024-2025,2,B3,16,25,2025-03-05,TM_03,402.79,11.51,6.0,6.28,3.0,6.0,109.29,118.45,105.27,69.53
MNG-2023-0009,mango,Hoedspruit_A,2024-2025,3,B2,3,13,2025-02-01,TM_03,434.28,9.16,6.0,3.76,3.0,7.0,88.35,125.2,103.75,70.36
MNG-2023-0010,mango,Hoedspruit_A,2024-2025,1,B3,18,26,2025-01-29,TM_01,379.7,17.92,7.0,4.67,2.0,6.0,98.62,116.82,108.18,69.89
MNG-2023-0010,mango,Hoedspruit_A,2024-2025,2,B4,15,7,2025-01-29,JN_01,344.53,20.24,4.0,5.36,3.0,6.0,83.87,137.15,123.52,67.09
MNG-2023-0010,mango,Hoedspruit_A,2024-2025,3,B2,1,5,2025-01-25,TM_02,357.4,19.85,3.0,4.07,1.0,7.0,106.12,126.02,117.05,68.59
MNG-2023-0011,mango,Hoedspruit_A,2024-2025,1,B4,11,3,2025-01-18,JN_01,408.89,14.67,7.0,2.7,4.0,6.0,106.3,146.92,113.39,96.13
MNG-2023-0011,mango,Hoedspruit_A,2024-2025,2,B1,12,22,2025-03-04,TM_01,394.95,17.78,,5.34,,7.0,120.76,142.81,97.52,96.99
MNG-2023-0011,mango,Hoedspruit_A,2024-2025,3,B4,1,4,2025-02-09,TM_03,391.53,14.34,5.0,4.88,4.0,6.0,106.47,143.48,112.08,89.7
MNG-2023-0012,mango,Hoedspruit_A,2024-2025,1,B3,7,27,2025-02-17,TM_02,352.94,21.19,4.0,6.39,6.0,4.0,127.19,153.08,124.34,85.55
MNG-2023-0012,mango,Hoedspruit_A,2024-2025,2,B1,17,3,2025-01-18,TM_02,324.93,20.6,4.0,5.97,7.0,5.0,144.87,179.63,123.2,81.63
MNG-2023-0012,mango,Hoedspruit_A,2024-2025,3,B1,18,20,2025-02-23,TM_01,377.85,21.18,3.0,8.65,7.0,5.0,,146.61,115.71,87.63
MNG-2023-0013,mango,Hoedspruit_A,2024-2025,1,B3,12,25,2025-02-18,TM_02,352.49,16.67,5.0,6.59,6.0,6.0,108.03,140.83,112.85,85.86
MNG-2023-0013,mango,Hoedspruit_A,2024-2025,2,B2,3,21,2025-02-07,JN_01,338.23,15.16,6.0,8.02,6.0,6.0,120.61,146.35,112.0,77.32
MNG-2023-0013,mango,Hoedspruit_A,2024-2025,3,B3,11,15,2025-01-30,TM_01,,15.86,7.0,6.49,4.0,4.0,120.02,144.22,132.04,87.38
MNG-2023-0014,mango,Hoedspruit_A,2024-2025,1,B3,6,9,2025-03-13,TM_01,323.38,12.58,3.0,2.62,6.0,6.0,83.62,108.53,102.14,87.1
MNG-2023-0014,mango,Hoedspruit_A,2024-2025,2,B3,16,3,2025-02-13,TM_01,399.28,14.88,5.0,2.61,6.0,6.0,93.95,97.23,103.59,86.88
MNG-2023-0014,mango,Hoedspruit_A,2024-2025,3,B4,1,1,2025-02-23,TM_03,328.61,14.1,4.0,3.12,6.0,5.0,108.47,97.52,97.66,101.51
MNG-2023-0015,mango,Hoedspruit_A,2024-2025,1,B3,16,18,2025-02-10,TM_02,282.71,18.62,3.0,7.15,5.0,6.0,133.56,156.6,105.06,71.41
MNG-2023-0015,mango,Hoedspruit_A,2024-2025,2,B1,6,24,2025-01-27,TM_03,335.58,16.65,5.0,6.09,5.0,8.0,159.39,144.78,106.37,78.98
MNG-2023-0015,mango,Hoedspruit_A,2024-2025,3,B1,3,11,2025-01-31,TM_01,331.53,15.91,3.0,6.28,5.0,,135.01,151.14,94.53,60.48
MNG-2023-0016,mango,Hoedspruit_A,2024-2025,1,B4,11,9,2025-01-25,TM_01,327.91,17.74,5.0,3.72,7.0,5.0,137.55,141.73,143.87,96.0
MNG-2023-0016,mango,Hoedspruit_A,2024-2025,2,B1,7,15,2025-03-03,TM_02,352.42,16.94,6.0,3.53,7.0,6.0,133.88,141.79,137.99,91.16
MNG-2023-0016,mango,Hoedspruit_A,2024-2025,3,B4,14,15,2025-03-01,TM_03,347.35,16.31,5.0,3.44,,4.0,135.04,157.02,136.21,73.85
MNG-2023-0017,mango,Hoedspruit_A,2024-2025,1,B2,1,25,2025-02-28,TM_02,420.34,15.85,4.0,4.15,8.0,4.0,76.38,128.0,91.88,67.53
MNG-2023-0017,mango,Hoedspruit_A,2024-2025,2,B1,7,11,2025-03-08,TM_01,391.18,15.97,6.0,5.84,7.0,5.0,73.83,123.45,86.72,65.56
MNG-2023-0017,mango,Hoedspruit_A,2024-2025,3,B4,12,15,2025-02-16,TM_02,362.84,15.7,5.0,5.19,6.0,6.0,69.21,130.3,83.37,54.0
MNG-2023-0018,mango,Hoedspruit_A,2024-2025,1,B4,6,5,2025-01-15,JN_01,330.61,17.15,6.0,0.78,4.0,5.0,137.14,121.0,109.19,103.55
MNG-2023-0018,mango,Hoedspruit_A,2024-2025,2,B1,9,11,2025-02-27,JN_01,,19.63,6.0,1.08,5.0,4.0,146.89,120.89,114.39,95.92
MNG-2023-0018,mango,Hoedspruit_A,2024-2025,3,B1,1,27,2025-02-22,JN_01,376.67,18.36,6.0,0.37,5.0,5.0,143.99,131.37,107.07,105.44
MNG-2023-0019,mango,Hoedspruit_A,2024-2025,1,B4,14,14,2025-02-10,TM_02,400.0,18.25,5.0,5.89,8.0,,125.6,126.8,128.47,76.06
MNG-2023-0019,mango,Hoedspruit_A,2024-2025,2,B4,13,12,2025-02-06,TM_02,399.5,18.52,5.0,3.93,5.0,3.0,91.75,124.98,114.82,91.73
MNG-2023-0019,mango,Hoedspruit_A,2024-2025,3,B4,4,5,2025-02-04,TM_01,385.78,16.55,5.0,4.59,6.0,,111.97,139.78,109.63,77.58
MNG-2023-0020,mango,Hoedspruit_A,2024-2025,1,B1,9,14,2025-02-23,JN_01,270.57,14.92,6.0,3.43,5.0,4.0,115.97,123.86,114.94,68.29
MNG-2023-0020,mango,Hoedspruit_A,2024-2025,2,B3,12,15,2025-02-04,TM_02,322.76,16.63,5.0,1.9,4.0,4.0,85.47,129.05,113.19,64.01
MNG-2023-0020,mango,Hoedspruit_A,2024-2025,3,B2,2,4,2025-01-18,TM_03,336.69,16.53,5.0,2.47,3.0,5.0,,120.62,96.8,68.96
MNG-2018-0001,mango,Hoedspruit_B,2024-2025,1,B4,9,18,2025-03-07,JN_01,343.54,13.49,6.0,6.19,1.0,5.0,57.87,134.79,101.67,70.67
MNG-2018-0001,mango,Hoedspruit_B,2024-2025,2,B3,5,7,2025-02-21,TM_01,369.43,12.31,6.0,6.2,1.0,4.0,88.53,133.82,102.46,66.35
MNG-2018-0001,mango,Hoedspruit_B,2024-2025,3,B2,18,14,2025-03-12,TM_02,373.81,13.98,6.0,6.21,3.0,5.0,88.23,146.49,104.12,75.01
MNG-2018-0002,mango,Hoedspruit_B,2024-2025,1,B2,12,7,2025-02-08,TM_03,343.93,18.06,6.0,5.7,5.0,,93.92,136.75,131.53,90.03
MNG-2018-0002,mango,Hoedspruit_B,2024-2025,2,B3,18,20,2025-02-07,TM_03,377.66,18.13,5.0,6.12,5.0,4.0,89.16,101.05,121.48,74.75
MNG-2018-0002,mango,Hoedspruit_B,2024-2025,3,B4,15,28,2025-03-01,TM_03,405.41,14.22,5.0,6.57,5.0,4.0,73.36,123.64,125.11,83.88
MNG-2018-0003,mango,Hoedspruit_B,2024-2025,1,B2,10,17,2025-03-11,TM_03,333.05,14.37,7.0,2.58,4.0,5.0,89.34,143.58,130.77,79.45
MNG-2018-0003,mango,Hoedspruit_B,2024-2025,2,B3,1,12,2025-02-06,TM_01,353.97,15.8,7.0,5.7,4.0,6.0,84.27,153.02,133.1,84.1
MNG-2018-0003,mango,Hoedspruit_B,2024-2025,3,B1,16,25,2025-02-16,TM_02,356.47,14.99,6.0,4.08,5.0,5.0,84.47,141.42,127.78,86.29
MNG-2018-0004,mango,Hoedspruit_B,2024-2025,1,B3,6,21,2025-02-02,TM_02,373.15,15.26,4.0,3.91,6.0,7.0,86.47,141.34,96.15,86.53
MNG-2018-0004,mango,Hoedspruit_B,2024-2025,2,B2,19,24,2025-01-27,TM_03,393.63,14.93,6.0,4.72,4.0,8.0,58.75,132.4,116.6,90.0
MNG-2018-0004,mango,Hoedspruit_B,2024-2025,3,B1,6,19,2025-01-25,TM_02,401.92,14.93,5.0,3.27,5.0,7.0,80.95,130.52,91.41,84.1
MNG-2018-0005,mango,Hoedspruit_B,2024-2025,1,B2,16,18,2025-02-08,TM_03,,14.78,5.0,5.87,6.0,5.0,133.95,135.5,122.37,87.86
MNG-2018-0005,mango,Hoedspruit_B,2024-2025,2,B2,3,27,2025-01-29,JN_01,385.95,15.88,5.0,6.81,5.0,6.0,120.16,147.58,123.74,83.12
MNG-2018-0005,mango,Hoedspruit_B,2024-2025,3,B2,16,22,2025-02-22,TM_02,371.27,14.34,6.0,4.46,6.0,6.0,96.9,137.34,126.83,81.37
MNG-2018-0006,mango,Hoedspruit_B,2024-2025,1,B1,3,19,2025-03-15,JN_01,293.99,16.15,3.0,3.87,4.0,6.0,64.61,167.69,82.02,84.55
MNG-2018-0006,mango,Hoedspruit_B,2024-2025,2,B4,3,28,2025-01-17,TM_01,439.1,16.32,3.0,4.4,4.0,5.0,77.41,137.29,89.95,102.55
MNG-2018-0006,mango,Hoedspruit_B,2024-2025,3,B1,13,18,2025-03-15,TM_01,317.44,17.26,4.0,,5.0,5.0,107.46,160.9,99.72,80.05
MNG-2018-0007,mango,Hoedspruit_B,2024-2025,1,B3,19,26,2025-03-15,JN_01,247.64,15.56,1.0,4.43,7.0,6.0,77.92,127.57,126.16,72.89
MNG-2018-0007,mango,Hoedspruit_B,2024-2025,2,B3,5,13,2025-02-23,TM_02,312.53,14.86,6.0,5.36,6.0,7.0,81.86,136.38,118.81,79.92
MNG-2018-0007,mango,Hoedspruit_B,2024-2025,3,B2,6,15,2025-02-03,TM_01,269.24,14.32,5.0,5.58,7.0,6.0,69.16,124.72,113.32,87.37
MNG-2018-0008,mango,Hoedspruit_B,2024-2025,1,B2,14,14,2025-01-20,JN_01,270.57,11.6,3.0,5.32,6.0,4.0,73.81,143.66,109.86,87.0
MNG-2018-0008,mango,Hoedspruit_B,2024-2025,2,B2,14,15,2025-02-21,TM_02,288.03,12.84,4.0,5.8,4.0,6.0,71.74,142.54,110.5,71.35
MNG-2018-0008,mango,Hoedspruit_B,2024-2025,3,B1,2,20,2025-01-31,TM_02,296.81,12.99,5.0,5.31,6.0,6.0,68.94,139.18,126.29,80.22
MNG-2018-0009,mango,Hoedspruit_B,2024-2025,1,B3,5,1,2025-03-05,TM_01,307.78,14.42,5.0,2.19,4.0,6.0,47.7,152.83,121.92,94.26
MNG-2018-0009,mango,Hoedspruit_B,2024-2025,2,B1,13,11,2025-02-27,TM_01,339.47,14.49,6.0,5.53,3.0,6.0,82.1,135.38,117.24,78.82
MNG-2018-0009,mango,Hoedspruit_B,2024-2025,3,B1,2,23,2025-03-14,TM_01,409.02,15.9,3.0,5.06,4.0,5.0,36.94,129.51,127.53,82.34
MNG-2018-0010,mango,Hoedspruit_B,2024-2025,1,B4,18,29,2025-03-14,JN_01,412.76,16.67,5.0,3.94,2.0,3.0,55.5,139.75,119.81,76.1
MNG-2018-0010,mango,Hoedspruit_B,2024-2025,2,B2,9,15,2025-03-05,TM_03,396.27,15.94,5.0,5.32,2.0,4.0,67.09,139.92,116.63,65.53
MNG-2018-0010,mango,Hoedspruit_B,2024-2025,3,B2,9,1,2025-01-31,TM_01,378.75,14.76,4.0,4.3,4.0,4.0,60.84,118.34,119.05,70.05
MNG-2018-0011,mango,Hoedspruit_B,2024-2025,1,B2,15,27,2025-02-24,TM_03,363.56,17.82,3.0,5.61,1.0,5.0,68.83,142.46,120.8,47.9
MNG-2018-0011,mango,Hoedspruit_B,2024-2025,2,B3,19,29,2025-02-10,TM_01,344.03,17.84,5.0,5.52,3.0,,90.48,138.02,116.19,57.57
MNG-2018-0011,mango,Hoedspruit_B,2024-2025,3,B1,9,28,2025-02-19,JN_01,368.92,16.74,5.0,,5.0,6.0,63.09,142.0,123.25,66.92
MNG-2018-0012,mango,Hoedspruit_B,2024-2025,1,B3,9,6,2025-02-08,TM_02,396.48,15.61,5.0,0.92,4.0,,,135.9,129.35,76.88
MNG-2018-0012,mango,Hoedspruit_B,2024-2025,2,B2,19,3,2025-03-02,TM_02,375.34,14.97,5.0,2.28,4.0,5.0,105.35,126.87,137.56,
MNG-2018-0012,mango,Hoedspruit_B,2024-2025,3,B4,10,29,2025-01-16,TM_03,348.59,17.53,3.0,4.2,5.0,4.0,95.98,134.98,139.44,77.41
MNG-2018-0013,mango,Hoedspruit_B,2024-2025,1,B3,4,11,2025-03-11,TM_03,299.31,16.18,5.0,7.6,7.0,7.0,80.29,127.12,93.75,67.97
MNG-2018-0013,mango,Hoedspruit_B,2024-2025,2,B2,7,26,2025-02-04,TM_02,289.74,13.14,5.0,6.08,8.0,5.0,99.49,132.73,104.11,61.55
